,Product Name,Price,Description,Rating
308,"Apple iPhone 14 (Purple, 128 GB)","₹54,900","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
309,"Apple iPhone XR (Black, 128 GB) (Includes EarPods, Power Adapter)","₹52,900",128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 year warranty for phone and 1 year warranty for in Box Accessories.,4
310,"Apple iPhone 6s (Gold, 16 GB)","₹41,999",16 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,3.8
311,"Apple iPhone 6s (Space Grey, 16 GB)","₹62,000",16 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,4.6
312,AIBEX Flip Cover for Vivo V27 / Vivo V27 Pro| Premium Leather Finish | Magnetic Closure | Kickstand Fe...,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",4.7
313,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",3.1
314,"Samsung Galaxy Z Flip6 5G (Silver Shadow, 512 GB)","₹84,750",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4000 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6
315,"OnePlus 9RT 5G (Hacker Black, 256 GB)","₹48,999",8 GB RAM | 256 GB ROM16.81 cm (6.62 inch) Display50MP Rear Camera4500 mAh Battery12 months,4
316,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",4.5
317,"Save Club Back Cover for Vivo X90 5G, [Not For Vivo X90 Pro 5G]",₹592,"Suitable For: MobileMaterial: Rubber, PlasticTheme: No ThemeType: Back Cover",5
318,"Samsung Galaxy Z Fold6 5G (Navy, 512 GB)","₹1,13,999",12 GB RAM | 512 GB ROM19.3 cm (7.6 inch) QXGA+ Display50MP + 12MP + 10MP | 10MP Front Camera4400 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6
319,"Apple iPhone 7 (Gold, 128 GB)","₹34,900",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,4.6
320,"Apple iPhone XR (Coral, 128 GB)","₹52,900","128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year",4.1
321,"Apple iPhone 14 (Yellow, 512 GB)","₹89,900","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4
322,gadvik Back Cover for vivo V27 PRO 5G,₹282,Suitable For: MobileMaterial: SiliconTheme: No ThemeType: Back CoverWarranty of the product is limited to manufacturing defects only.,3.6
323,TWIGLO Flip Cover for VIVO X90 5G,₹267,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",4.5
324,"BlackZone WARRIOR 4G (Green, 128 GB)","₹6,999",7 GB RAM | 128 GB ROM | Expandable Upto 128 GB16.76 cm (6.6 inch) Full HD Display16MP + 16MP | 8MP + 8MP Dual Front Camera5250 mAh BatterySpectdrum Processor1 Year Manufacturing Warranty with Authorized service center,4.2
325,"Apple iPhone 14 Plus (Purple, 512 GB)","₹99,900","512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4
326,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",3.3
327,Fashion Flip Cover for Vivo V27 Pro 5G,₹474,Suitable For: MobileMaterial: Artificial LeatherTheme: No ThemeType: Flip Cover,4.7
328,"TMB Taj 4G Smartphone | 5.45 Screen | 3300mAh Battery | Back FingerPrint Team (Trans Blue, 32 GB)","₹4,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB13.84 cm (5.45 inch) Full HD+ Display5MP Rear Camera3300 mAh Battery1.4GHz Quad Core Processor1 year domestic warranty,4.5
329,"Samsung Galaxy S24 Exynos 5G (Onyx Black, 256 GB)","₹55,999",8 GB RAM | 256 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 10MP + 12MP | 12MP Front Camera4000 mAh BatteryExynos 2400 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4
330,"Samsung Galaxy M55 5G (Light Green, 256 GB)","₹31,580",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 year for handset and 6 months for accessories.,4.6
331,"Apple iPhone SE (Black, 64 GB) (Includes EarPods, Power Adapter)","₹39,900","64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold Separately1 year warranty for phone and 1 year warranty for in Box Accessories.",4
332,CYOR Flip Cover for VIVO X90 5G,₹261,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",4.1
333,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",4.7
334,"Apple iPhone 14 Plus (Midnight, 256 GB)","₹79,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
335,"Google Pixel 9 Pro XL (Rose Quartz, 256 GB)","₹1,24,999",16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Display50MP + 48MP + 48MP | 42MP Front Camera5060 mAh BatteryGoogle Tensor G4 Processor1 Year Domestic Warranty,4.4
336,AIBEX Flip Cover for Vivo V27 / Vivo V27 Pro| Premium Leather Finish | Magnetic Closure | Kickstand Fe...,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",5
337,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",4.2
338,"Samsung Galaxy M55 5G (Light Green, 256 GB)","₹20,945",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 year for handset and 6 months for accessories.,4.1
339,"Samsung S25 Edge 5G (Titanium JetBlack, 256 GB)","₹1,05,040",12 GB RAM | 256 GB ROM16.92 cm (6.66 inch) Quad HD+ Display200MP + 12MP3900 mAh Battery1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,3.3
340,"Apple iPhone 6s (Rose Gold, 16 GB)","₹31,999",16 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,4.1
341,"Samsung Galaxy Z Fold6 5G (Pink, 512 GB)","₹1,15,000",12 GB RAM | 512 GB ROM19.3 cm (7.6 inch) QXGA+ Display50MP + 12MP + 10MP | 10MP Front Camera4400 mAh Lithium ion BatterySnapdragon 8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4
342,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",3.6
343,"Save Club Back Cover for Vivo X90 5G, [Not For Vivo X90 Pro 5G]",₹592,"Suitable For: MobileMaterial: Rubber, PlasticTheme: No ThemeType: Back Cover",4
344,"Apple iPhone 14 Pro (Space Black, 512 GB)","₹1,49,900","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4
345,"Apple iPhone 6s (Space Grey, 64 GB)","₹49,999",64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,3.3
346,gadvik Back Cover for vivo V27 PRO 5G,₹282,Suitable For: MobileMaterial: SiliconTheme: No ThemeType: Back CoverWarranty of the product is limited to manufacturing defects only.,4.1
347,TWIGLO Flip Cover for VIVO X90 5G,₹267,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",4
348,"Apple iPhone XR (Yellow, 256 GB) (Includes EarPods, Power Adapter)","₹91,900",256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,4.4
349,rudraCreation Edge To Edge Screen Guard for Vivo X90 5G Smartphone,₹219,"Air-bubble Proof, Anti Bacterial, Anti Fingerprint, Anti Glare, Anti Reflection, Scratch ResistantMobileEdge To Edge Screen GuardRemovable",4.3
350,"ASUS ROG 5s (Storm White, 128 GB)","₹55,999",8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ Display64MP + 13MP + 5MP | 24MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 888 Plus (SM8350) Processor1 Year Brand Warranty,4
351,"Samsung Galaxy A06 5G (Light Grey, 128 GB)","₹11,414",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh Li-ion BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.2
352,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",4.7
353,Fashion Flip Cover for Vivo V27 Pro 5G,₹474,Suitable For: MobileMaterial: Artificial LeatherTheme: No ThemeType: Flip Cover,4.6
354,"Apple iPhone 15 Plus (Green, 128 GB)","₹69,900","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.2
355,"ASUS ROG Phone 3 (Black, 128 GB)","₹55,999",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Full HD+ Display64MP + 13MP + 5MP | 24MP Front Camera6000 mAh Lithium Polymer BatteryQualcomm Snapdragon 865+ (SM8250) ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
356,CYOR Flip Cover for VIVO X90 5G,₹261,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",4.7
357,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",5
358,"realme 15T 5G (Suit Titanium, 256 GB)","₹26,999",12 GB RAM | 256 GB ROM16.69 cm (6.57 inch) Full HD Display50MP + 2MP | 50MP Front Camera7000 mAh BatteryMediaTek Dimensity 6400 MAX Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6
359,"Motorola edge 30 (Meteor Grey, 128 GB)","₹30,999",6 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Full HD+ Display50MP + 50MP + 2MP | 32MP Front Camera4020 mAh Lithium BatteryQualcomm Snapdragon 778G Plus Processor1 Year on Handset and 6 Months on Accessories,4.1
360,"VIGHNAD Screen Guard for vivo X90, Vivo X90, VIVO X90, vivo X90 5G",₹182,"Air-bubble Proof, Anti Fingerprint, Scratch Resistant, Anti GlareMobileScreen GuardRemovable",4.1
361,"BlackBerry Keyone (Silver, 32 GB)","₹23,999",3 GB RAM | 32 GB ROM11.43 cm (4.5 inch) Display12MP Rear Camera3505 mAh Battery6 Months Seller Warranty,4
362,AIBEX Flip Cover for Vivo V27 / Vivo V27 Pro| Premium Leather Finish | Magnetic Closure | Kickstand Fe...,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",3
363,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",4
364,"Samsung Galaxy M55 5G (Light Green, 128 GB)","₹24,999",8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryAndroid 14.0 ProcessorDomestic Warranty 1 year for handset and 6 months for accessories.,3.6
365,"Samsung Galaxy M55 5G (Danim Black, 256 GB)","₹22,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic Warranty 1 year for handset and 6 months for accessories.,4
366,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",3.3
367,"Save Club Back Cover for Vivo X90 5G, [Not For Vivo X90 Pro 5G]",₹592,"Suitable For: MobileMaterial: Rubber, PlasticTheme: No ThemeType: Back Cover",3
368,"Samsung M06 5G (Sage Green, 128 GB)","₹12,490",6 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4
369,"Samsung Galaxy Z Fold3 5G (Phantom Black, 256 GB)","₹1,71,999",12 GB RAM | 256 GB ROM19.3 cm (7.6 inch) QXGA+ Display12MP + 12MP + 12MP | 10MP Front Camera4400 mAh Lithium-ion BatteryQualcomm Snapdragon 888 Octa-Core Processor1 Year Manufacturer Warranty for Device and 6 months Manufacturer Warranty for In-Box Accessories,4.5
370,"Motorola Edge 50 Fusion (Forest Blue, 256 GB)","₹20,999",12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 13MP | 32MP Front Camera5000 mAh Battery7s Gen 2 Processor1 Year on Handset and 6 Months on Accessories,4.1
371,"OPPO F31 5G (Bloom Red, 256 GB)","₹28,999",8 GB RAM | 256 GB ROM16.69 cm (6.57 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh BatteryDimensity 6300 Processor1 Year brand warranty,4.4
372,gadvik Back Cover for vivo V27 PRO 5G,₹282,Suitable For: MobileMaterial: SiliconTheme: No ThemeType: Back CoverWarranty of the product is limited to manufacturing defects only.,4.7
373,TWIGLO Flip Cover for VIVO X90 5G,₹267,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",4.7
374,"Samsung Galaxy F05 (Twilight Blue, 64 GB)","₹6,499",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G85 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
375,"Snexan New Rock Bold T650 HD Screen | Premium Design Smart Phone (Green, 16 GB)","₹6,649",3 GB RAM | 16 GB ROM16.76 cm (6.6 inch) Display13MP Rear Camera4000 mAh Battery1 Month WARRANTY,4.5
376,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",5
377,Fashion Flip Cover for Vivo V27 Pro 5G,₹474,Suitable For: MobileMaterial: Artificial LeatherTheme: No ThemeType: Flip Cover,4.5
378,"Apple iPhone 11 Pro (Midnight Green, 256 GB)","₹1,21,300",256 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,3.9
379,"Samsung Galaxy F16 5G (Glam Green, 128 GB)","₹13,999",6 GB RAM | 128 GB ROM16.91 cm (6.657 inch) Full HD+ Display50MP + 5MP + 2MP | 13MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1
380,"realme 15T 5G (Silk Blue, 256 GB)","₹24,999",8 GB RAM | 256 GB ROM16.69 cm (6.57 inch) Full HD Display50MP + 2MP | 50MP Front Camera7000 mAh BatteryMediaTek Dimensity 6400 MAX Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4
381,"Apple iPhone 7 (PRODUCT) (Red, 256 GB)","₹74,400",256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,4.2
382,CYOR Flip Cover for VIVO X90 5G,₹261,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip Cover7 Days Replacement only",4
383,TWIGLO Flip Cover for VIVO X90 5G,₹239,"Suitable For: MobileMaterial: Artificial Leather, RubberTheme: No ThemeType: Flip CoverWarranty Of The Product Is Limited To Manufacturing Defects Only",3.3
384,"Apple iPhone 15 Plus (Pink, 256 GB)","₹79,900","256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.3
385,"Samsung M06 5G (Blazing Black, 128 GB)","₹10,299",4 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2
386,AIBEX Flip Cover for Vivo V27 / Vivo V27 Pro| Premium Leather Finish | Magnetic Closure | Kickstand Fe...,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",1
387,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",4
388,MTR RULER,"₹1,100",32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery6 MONTHS WARRENTY,4.6
389,G'Five U 550,₹828,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2500 mAh Battery3 Month Company Warranty.,4.7
390,"Samsung Galaxy M06 5G (Blazing Black, 64 GB)","₹9,480",4 GB RAM | 64 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,3.6
391,"Samsung Galaxy M55 5G (Denim Black / Black, 256 GB)","₹21,999","8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryOcta-Core |2.4GHz, 2.36 GHz, 1.8GHz ProcessorDomestic Warranty 1 year for handset and 6 months for accessories.",4.1
392,AIBEX Flip Cover for Vivo V29 Pro 5G / Vivo V29 5G| Premium Leather Finish|Magnetic Closure,₹300,"Suitable For: MobileMaterial: Artificial Leather, Thermoplastic PolyurethaneTheme: No ThemeType: Flip Cover7 Days Replacement Only",3.8
